Date,NOVARTIS,PG,MICROSOFT,GE,JOHNSONJ,ATT,EXXON,VOLKSWAGEN,NESTLE ,SAMSUNG,ROYALD,UBS,APPLE,SASOL,PFIZER,3M,JPM,MCDONALDS,CATERPILLAR,DYCOM,NAVISTAR,PARKERH,BOEING
13.03.86,2.119,4.5431,0.0972,3.0687,3.2813,7.8229,6.7656,22.89,2.336,0.15,4.28,6.511,0.442,3.84,2.349,12.2268,17,5.125,6.375,2.8574,88.75,8.7169,11.7506
14.03.86,2.164,4.7137,0.1007,3.1288,3.375,7.8437,6.875,23.221,2.357,0.15,4.19,6.613,0.4665,3.75,2.375,12.4674,17.4167,5.1597,6.4531,2.8574,91.25,8.8157,11.8617
17.03.86,2.162,4.6672,0.1024,3.1037,3.3359,7.7292,6.9688,23.256,2.39,0.15,4.21,6.571,0.4643,3.75,2.3802,12.302,17.125,5.1458,6.2656,2.8574,88.75,8.7416,11.8062
18.03.86,2.152,4.7137,0.0998,3.1338,3.3125,7.7187,6.9375,22.96,2.381,0.15,4.33,6.46,0.4799,3.84,2.401,12.4223,17,5.2986,6.5312,2.8574,88.75,8.791,12.1395
19.03.86,2.127,4.6982,0.0981,3.1137,3.3281,7.625,6.9063,23.511,2.371,0.15,4.4,6.497,0.4732,3.77,2.4063,12.5125,17.2083,5.4167,6.4375,2.7516,86.25,8.8898,12.2229
20.03.86,2.14,4.7292,0.0955,3.1388,3.375,7.6146,6.9531,23.687,2.388,0.15,4.48,6.607,0.5045,3.67,2.4583,12.7982,17.4583,5.4167,6.6094,2.7516,87.5,8.8404,12.6118
21.03.86,2.194,4.5896,0.0929,3.0437,3.3906,7.5833,6.8594,23.565,2.397,0.15,4.51,6.684,0.4933,3.62,2.4479,12.5727,17.5,5.2361,6.4375,2.7516,86.25,8.9885,12.2784
24.03.86,2.168,4.5509,0.0903,3.0887,3.4453,7.6562,6.875,23.095,2.343,0.15,4.44,6.526,0.4777,3.44,2.4479,12.5426,17.7083,5.3056,6.6562,2.7516,86.25,8.8651,12.4451
25.03.86,2.126,4.5354,0.092,3.0637,3.5,7.6042,6.8906,22.672,2.293,0.15,4.27,6.386,0.4978,3.27,2.4271,12.4975,17.75,5.3333,6.5625,2.7516,96.25,8.9639,12.2506
26.03.86,2.141,4.6206,0.0946,3.1388,3.5625,7.6458,7.0469,22.818,2.295,0.16,4.4,6.37,0.5045,3.23,2.4844,12.8584,18.2083,5.3681,6.5312,2.681,102.5001,9.0132,12.3895
27.03.86,2.157,4.6439,0.0964,3.1237,3.5781,7.6875,7.0313,22.913,2.307,0.17,4.49,6.426,0.5045,3.42,2.5313,12.7982,18.4167,5.3403,6.625,2.681,110.0001,8.9392,12.7229
28.03.86,2.157,4.6439,0.0964,3.1237,3.5781,7.6875,7.0313,22.913,2.307,0.17,4.49,6.426,0.5045,3.42,2.5313,12.7982,18.4167,5.3403,6.625,2.681,110.0001,8.9392,12.7229
31.03.86,2.157,4.5664,0.0955,3.1438,3.5859,7.7396,6.9688,22.913,2.307,0.17,4.49,6.426,0.5045,3.42,2.5052,12.6629,18.2083,5.3542,6.5781,2.7516,107.5001,8.8651,12.6673
01.04.86,2.179,4.5044,0.0946,3.0887,3.4844,7.7812,6.9375,23.054,2.333,0.17,4.3,6.462,0.4866,3.21,2.4479,12.2418,17.4583,5.4028,6.5156,2.681,105.0001,8.7663,12.4451
02.04.86,2.139,4.6206,0.0955,3.0937,3.5313,7.8125,7.0313,23.003,2.306,0.17,4.35,6.379,0.4866,3.12,2.4375,12.302,17.1667,5.4028,6.4687,2.7516,105.0001,8.7663,12.3062
03.04.86,2.136,4.5276,0.0964,3.0236,3.4922,7.8437,6.9844,22.907,2.32,0.16,4.36,6.437,0.4821,3.08,2.4427,12.0313,17.1667,5.25,6.4219,2.6458,105.0001,8.149,12.0562
04.04.86,2.138,4.5664,0.0964,2.9535,3.3438,7.5833,6.9063,23.017,2.346,0.17,4.3,6.51,0.4777,3.19,2.3438,12.0313,16.9167,5.125,6.1875,2.681,102.5001,8.2971,12.0006
07.04.86,2.117,4.5741,0.0946,2.9135,3.3672,7.4792,6.8594,23.366,2.316,0.17,4.33,6.519,0.4866,3.14,2.3385,11.8207,16.9167,5.1319,6.125,2.6458,100.0001,8.4947,12.0562
08.04.86,2.159,4.6904,0.0955,3.0186,3.4766,7.6354,6.9531,24.979,2.365,0.17,4.3,6.609,0.4933,3.2,2.3854,11.9109,17.25,5.2778,6.125,2.6458,101.2501,8.7416,12.4173
09.04.86,2.201,4.7214,0.0972,3.0487,3.6484,7.5937,6.9063,24.964,2.404,0.17,4.25,6.793,0.4844,3.2,2.4167,11.8057,17.375,5.4444,6.2344,2.6458,101.2501,8.7416,12.5562
10.04.86,2.206,4.6439,0.0981,3.0537,3.8359,7.6146,6.9688,24.778,2.405,0.18,4.32,6.791,0.4866,3.18,2.4688,11.7605,18.0833,5.5139,6.3125,2.7163,105.0001,8.7169,12.584
11.04.86,2.216,4.6361,0.0998,3.0086,3.875,7.5625,6.9375,25.203,2.419,0.18,4.35,6.853,0.4821,3.22,2.4844,11.7756,17.9583,5.5556,6.2031,2.7516,108.7501,8.6922,12.584
14.04.86,2.215,4.6284,0.1007,3.0737,3.8438,7.6146,6.9688,26.31,2.408,0.19,4.37,6.829,0.4799,3.22,2.5,11.9561,17.9583,5.5139,6.2031,2.7869,108.7501,8.6428,12.584
15.04.86,2.204,4.5741,0.1007,3.0987,3.8203,7.625,7.125,26.599,2.424,0.19,4.37,6.816,0.4888,3.2,2.4948,11.9561,17.7917,5.5,6.125,2.8221,106.2501,8.8157,12.6673
16.04.86,2.262,4.6749,0.1042,3.1237,3.9141,7.8229,7.1094,27.499,2.49,0.2,4.44,6.953,0.5045,3.26,2.5938,12.2418,18,5.8194,6.4219,2.7516,108.7501,8.7663,12.9729
17.04.86,2.305,4.7447,0.105,3.1438,4.0313,7.7083,7.2344,28.071,2.533,0.2,4.49,7.108,0.5179,3.28,2.6615,12.3621,18,5.7778,6.6406,2.7516,110.0001,8.6428,13.1396
18.04.86,2.296,4.6982,0.1016,3.0937,4.1016,7.6042,7.1563,26.937,2.518,0.19,4.45,7.152,0.5313,3.18,2.6615,12.4223,18,5.6944,6.625,2.7516,116.2501,8.4947,12.9729
21.04.86,2.312,4.7059,0.1016,3.1888,4.1719,7.6042,7.3281,26.888,2.535,0.17,4.42,7.201,0.5424,3.21,2.6615,12.6629,18.375,5.8611,6.6094,2.8574,112.5001,8.3959,13.0562
22.04.86,2.29,4.5896,0.0998,3.1538,4.2188,7.625,7.1563,27.386,2.528,0.18,4.51,7.226,0.5335,3.13,2.6406,12.3922,18.3333,5.7917,6.5312,2.8574,111.2501,8.4947,12.8896
23.04.86,2.244,4.6051,0.1003,3.1588,4.1641,7.6146,7.2031,26.862,2.498,0.17,4.51,7.152,0.529,3.09,2.6094,12.3922,18.2083,5.7847,6.5937,2.8927,110.0001,8.4947,12.9173
24.04.86,2.182,4.6594,0.1103,3.1338,4.2656,7.6667,7.2813,26.37,2.426,0.16,4.45,6.997,0.5603,3.06,2.6458,12.2869,18.1667,5.7431,6.7656,2.8927,107.5001,8.3959,12.6951
25.04.86,2.201,4.6517,0.1172,3.1938,4.2891,7.7083,7.1563,26.507,2.461,0.16,4.46,7.271,0.5759,3.17,2.5833,12.5426,18.2917,5.7014,6.9062,2.8574,108.7501,8.4947,12.5284
28.04.86,2.218,4.6517,0.1181,3.304,4.2656,7.7292,7.25,25.887,2.452,0.17,4.5,7.327,0.5714,3.14,2.5729,12.7832,18.1667,5.7222,6.9062,2.8927,108.7501,8.4947,12.9451
29.04.86,2.273,4.6439,0.1146,3.2189,4.1953,7.6771,7.1875,26.206,2.448,0.17,4.48,7.318,0.558,3.06,2.5156,12.723,18.125,5.6944,6.8125,2.8927,107.5001,8.3959,12.8062
30.04.86,2.295,4.5586,0.112,3.1288,4.1172,7.6458,7.0781,26.673,2.459,0.17,4.47,7.387,0.5402,2.99,2.4688,12.6027,17.75,5.5278,6.625,2.8927,105.0001,8.3712,12.5006
01.05.86,2.255,4.5509,0.1103,3.0837,4.0469,7.6458,7.0781,26.202,2.416,0.17,4.39,7.259,0.5402,3.03,2.4635,12.5125,17.5833,5.5278,6.625,2.8927,108.7501,8.1737,12.3618
02.05.86,2.244,4.5276,0.1103,3.0787,4.0469,7.5833,7.25,25.621,2.404,0.17,4.38,7.223,0.5446,3.08,2.4844,12.2719,17.5417,5.4792,6.5,3.0338,107.5001,7.902,12.3062
05.05.86,2.233,4.5121,0.1094,3.1338,4.1094,7.625,7.4219,25.374,2.399,0.17,4.38,7.223,0.5737,3.1,2.5573,12.3771,17.6667,5.5208,6.4687,3.2102,107.5001,7.9267,12.6951
06.05.86,2.249,4.4656,0.1103,3.0987,4.1016,7.625,7.4688,25.854,2.43,0.17,4.4,7.218,0.5826,3.07,2.526,12.317,17.4167,5.4792,6.4375,3.316,107.5001,7.6798,12.7507
07.05.86,2.293,4.4578,0.1103,3.0937,4.0938,7.625,7.2188,25.682,2.453,0.17,4.39,7.234,0.5625,3.05,2.5052,12.1816,17.0833,5.4861,6.3906,3.3866,106.2501,7.8526,12.5006
08.05.86,2.315,4.5199,0.1111,3.1338,4.0625,7.6979,7.3281,25.909,2.477,0.17,4.38,7.303,0.5893,3.04,2.4948,12.1215,17.0833,5.4653,6.4375,3.3866,106.2501,7.9761,12.6395
09.05.86,2.333,4.4966,0.1103,3.0787,4.0547,7.7187,7.3281,24.783,2.506,0.17,4.49,7.399,0.596,3.11,2.5104,12.1967,16.9583,5.5,6.5156,3.3866,105.0001,8.0749,12.7784
12.05.86,2.318,4.4811,0.1111,3.0487,4.0234,7.8542,7.4219,23.965,2.487,0.17,4.61,7.72,0.6496,3.16,2.5052,12.0313,16.75,5.5417,6.5156,3.3866,102.5001,8.1243,12.7229
13.05.86,2.269,4.4966,0.112,3.0437,4.0313,7.8646,7.3594,23.385,2.441,0.16,4.56,7.481,0.6429,3.17,2.4792,11.9561,16.4167,5.625,6.4219,3.4571,101.2501,8.1737,12.5006
14.05.86,2.288,4.6517,0.1111,3.1037,4.1719,7.9375,7.4219,23.788,2.473,0.17,4.54,7.512,0.6585,3.19,2.474,12.302,16.6667,5.8333,6.4062,3.4219,98.7501,8.0255,12.3895
15.05.86,2.28,4.5509,0.1111,3.0437,4.1094,7.8542,7.2813,23.151,2.443,0.17,4.59,7.434,0.6429,3.08,2.4479,12.1064,16.5,5.7431,6.2656,3.4219,95,8.0996,12.2506
16.05.86,2.248,4.5586,0.112,3.0286,4.1016,7.8021,7.1719,22.571,2.447,0.17,4.57,7.381,0.6429,3.1,2.4063,11.9861,16.5833,5.6389,6.25,3.4219,95,8.0749,12.0562
19.05.86,2.223,4.5974,0.1094,3.0637,4.0938,7.8125,7.25,22.427,2.42,0.17,4.58,7.299,0.6362,3.07,2.4271,11.8508,16.625,5.6319,6.375,3.563,95,8.149,12.084
20.05.86,2.198,4.6749,0.1094,3.0887,4.1484,7.9062,7.2656,22.142,2.347,0.17,4.62,7.233,0.6317,2.95,2.5104,12.0313,17,5.7083,6.375,3.5277,98.7501,8.0996,12.3062
21.05.86,2.157,4.5896,0.1076,3.0637,4.2188,7.9167,7.2656,22.02,2.338,0.17,4.6,7.246,0.6607,2.97,2.4948,11.8508,16.7083,5.5972,6.5156,3.6335,97.5,8.0996,12.3618
22.05.86,2.11,4.6827,0.1076,3.1237,4.3359,8.1667,7.3594,22.455,2.307,0.17,4.61,7.079,0.6563,2.92,2.5469,12.2418,17.1667,5.8056,6.6094,3.5982,100.0001,8.1243,12.7229
23.05.86,2.121,4.6827,0.1076,3.1988,4.3359,8.125,7.3281,22.804,2.34,0.18,4.67,7.206,0.6607,2.97,2.5417,12.4072,17.4167,5.8542,6.7344,3.7746,97.5,8.1243,12.834
26.05.86,2.117,4.6827,0.1076,3.1988,4.3359,8.125,7.3281,22.804,2.327,0.19,4.67,7.171,0.6607,2.97,2.5417,12.4072,17.4167,5.8542,6.7344,3.7746,97.5,8.1243,12.834
27.05.86,2.107,4.7757,0.1111,3.2339,4.3828,8.0833,7.3906,22.542,2.317,0.2,4.71,7.153,0.6585,2.9,2.625,12.6178,17.5,5.9375,6.8437,3.9157,95,8.1243,13.0007
28.05.86,2.069,4.9152,0.1146,3.2439,4.375,8.1875,7.3906,22.123,2.325,0.2,4.69,7.111,0.6652,2.87,2.599,12.693,17.75,5.9167,6.875,4.0921,92.5,8.0996,12.9173
29.05.86,2.03,4.8377,0.1172,3.2389,4.375,8.2187,7.4219,21.885,2.284,0.2,4.6,7.016,0.6607,2.84,2.6458,12.723,17.8333,5.7639,6.8594,4.1627,96.25,8.3712,12.9451
30.05.86,2.004,4.83,0.1207,3.1938,4.2734,8.3125,7.4844,22.08,2.255,0.19,4.52,6.927,0.6607,2.8,2.6198,12.8283,17.7917,5.7014,6.7812,4.0921,97.5,8.0008,12.9451
02.06.86,2.027,4.7757,0.1181,3.2038,4.1563,8.3021,7.4688,21.985,2.257,0.19,4.49,6.94,0.6629,2.73,2.599,12.6328,17.4583,5.6528,6.6719,4.1627,95,8.0008,12.7784
03.06.86,2.057,4.7524,0.1181,3.2739,4.1875,8.3229,7.5469,21.591,2.312,0.19,4.62,7.126,0.6763,2.78,2.599,12.7531,17.5417,5.6528,6.6094,4.1627,95,8.0255,12.6673
04.06.86,1.984,4.7447,0.1172,3.2539,4.2422,8.25,7.4531,21.382,2.276,0.19,4.59,7.033,0.692,2.68,2.5469,12.6779,17.5,5.6042,6.5781,4.3038,93.75,7.9267,12.8618
05.06.86,2.016,4.7912,0.1189,3.2689,4.3438,8.25,7.5,21.91,2.327,0.19,4.62,7.116,0.6942,2.75,2.5417,12.9186,17.4583,5.5972,6.6094,4.3743,95,7.9761,12.9729
06.06.86,2.033,4.8222,0.1189,3.2739,4.4609,8.25,7.5156,22.058,2.319,0.19,4.63,7.133,0.6741,2.72,2.6458,13.0238,17.5,5.6944,6.5781,4.4802,95,7.902,13.334
09.06.86,2.027,4.7059,0.1137,3.1688,4.3359,8.0417,7.3281,22.313,2.312,0.19,4.61,7.112,0.6429,2.73,2.5938,12.8133,16.875,5.6111,6.5,4.4802,92.5,7.9267,13.0562
10.06.86,2.023,4.6827,0.1137,3.2038,4.25,7.9583,7.375,22.371,2.348,0.2,4.6,7.181,0.6429,2.7,2.6302,12.8734,16.75,5.5903,6.4219,4.6213,93.75,7.7045,13.4174
11.06.86,2.004,4.6672,0.1137,3.1888,4.25,8.0521,7.4063,22.1,2.333,0.2,4.58,7.103,0.6451,2.6,2.6979,12.8434,16.875,5.5417,6.4219,4.6213,92.5,7.8526,13.4451
12.06.86,2.019,4.6517,0.1094,3.1938,4.2578,8.0104,7.4531,22.296,2.339,0.2,4.55,7.112,0.6429,2.56,2.7448,12.8584,16.9583,5.5347,6.3125,4.5154,91.25,7.8526,13.2229
13.06.86,2.042,4.7214,0.1094,3.2739,4.3906,8.1042,7.5469,22.524,2.343,0.2,4.62,7.205,0.6496,2.54,2.7552,12.9486,17.0417,5.6528,6.5,4.6213,92.5,8.0749,13.5007
16.06.86,2.059,4.7137,0.1085,3.2889,4.375,8.25,7.5313,23.506,2.348,0.2,4.66,7.222,0.6406,2.68,2.8542,13.084,17.125,5.625,6.4531,4.6918,88.75,8.3712,13.7229
17.06.86,2.016,4.6594,0.1103,3.2739,4.3438,8.2292,7.4844,23.078,2.305,0.2,4.59,7.09,0.6116,2.72,2.8125,13.0539,16.9167,5.7708,6.5,4.5507,85,8.149,14.0007
18.06.86,2.017,4.7447,0.1094,3.2539,4.3672,8.2604,7.5625,22.999,2.322,0.19,4.6,7.164,0.6116,2.87,2.8333,13.3998,16.7917,5.7153,6.5156,4.5154,85,7.9638,13.9452
19.06.86,2.053,4.7524,0.1085,3.2139,4.2813,8.3021,7.5625,22.842,2.354,0.19,4.58,7.353,0.625,2.87,2.8438,13.1592,16.6667,5.6528,6.375,4.586,85,7.7786,13.8341
20.06.86,2.05,4.8067,0.109,3.2439,4.4063,8.5208,7.625,22.105,2.339,0.19,4.57,7.388,0.6429,2.83,2.875,13.2494,16.75,5.6944,6.3906,4.586,83.75,7.4081,14.1674
23.06.86,2.023,4.7679,0.1103,3.2139,4.4375,8.5312,7.5625,22.235,2.32,0.19,4.56,7.386,0.6205,2.8,2.8906,13.1291,16.6667,5.7292,6.2656,4.6565,85,7.2229,14.223
24.06.86,2.051,4.8145,0.1094,3.2489,4.5156,8.6667,7.625,22.011,2.34,0.19,4.6,7.416,0.6228,2.79,2.8802,13.3096,16.8333,5.75,6.2031,4.5507,83.75,7.5934,14.223
25.06.86,2.045,4.892,0.1076,3.2739,4.5391,8.7812,7.625,22.061,2.333,0.19,4.69,7.436,0.6406,2.8,2.9063,13.3697,17.2083,5.8681,6.2187,4.6565,86.25,7.8526,14.1396
26.06.86,2.042,4.8455,0.1042,3.2489,4.5469,8.875,7.5938,21.851,2.33,0.19,4.73,7.355,0.6473,2.8,2.9323,13.4299,17.125,5.9063,6.1719,4.6565,88.75,7.6674,13.9729
27.06.86,2.068,4.8687,0.1033,3.2289,4.5391,8.9479,7.6406,22.138,2.345,0.19,4.73,7.551,0.6406,2.77,2.9635,13.6104,17.25,5.9375,6.1562,4.6565,86.25,7.7045,13.7785
30.06.86,2.082,4.9695,0.1068,3.2439,4.5391,9.125,7.6094,21.418,2.361,0.18,4.72,7.565,0.6406,2.8,2.9792,13.6855,17.0833,6.0938,6.2187,4.6565,91.25,7.8156,14.0007
01.07.86,2.097,5.0625,0.1068,3.2889,4.5156,8.5417,7.6563,21.054,2.381,0.2,4.75,7.627,0.6317,2.8,3.026,13.8059,17.125,6.3229,6.25,4.6565,90,7.8897,14.3063
02.07.86,2.086,5.0703,0.1068,3.2539,4.5547,8.6667,7.6719,21.337,2.371,0.2,4.67,7.615,0.6451,2.75,3.0208,13.7156,17.2917,6.3021,6.3437,5.0799,88.75,7.7415,14.3619
03.07.86,2.105,4.985,0.1085,3.2139,4.4922,8.5625,7.5938,21.284,2.41,0.21,4.67,7.724,0.6719,2.78,3.0313,13.5803,17.2917,6.2917,6.5,5.0799,87.5,7.7045,14.223
04.07.86,2.103,4.985,0.1085,3.2139,4.4922,8.5625,7.5938,20.104,2.411,0.21,4.61,7.773,0.6719,2.72,3.0313,13.5803,17.2917,6.2917,6.5,5.0799,87.5,7.7045,14.223
07.07.86,2.08,4.8145,0.1042,3.0737,4.2656,8.4792,7.4688,18.77,2.381,0.21,4.6,7.741,0.6362,2.74,2.8646,13.0389,16.9583,5.9583,6.3281,4.7271,82.5,7.4081,13.6674
08.07.86,2.073,4.7214,0.1016,3.0587,4.1406,8.3854,7.5,19.01,2.363,0.2,4.55,7.771,0.6116,2.72,2.776,12.9486,16.5,5.8854,6.3594,4.3038,82.5,7.1859,13.6952
09.07.86,2.041,4.7447,0.0972,3.0687,4.1797,8.4583,7.5156,19.1,2.333,0.2,4.55,7.682,0.6183,2.7,2.8594,13.1291,16.5,5.9271,6.375,4.4449,82.5,7.26,13.8341
10.07.86,2.041,4.7292,0.0946,3.0637,4.2031,8.6354,7.4375,19.79,2.342,0.2,4.53,7.757,0.6317,2.69,2.7969,12.9637,16.5,5.9375,6.3125,4.3743,83.75,7.1489,13.8618
11.07.86,2.054,4.7757,0.0972,3.0537,4.1719,8.6562,7.3906,20.294,2.331,0.2,4.52,7.712,0.6629,2.6,2.8073,12.9186,16.2917,5.9063,6.125,4.0921,80,6.9266,13.6952
14.07.86,2.088,4.6827,0.0959,3.0437,4.1172,8.5937,7.2813,20.481,2.355,0.2,4.51,7.8,0.6473,2.59,2.75,12.8133,15.5833,5.7083,5.8437,4.0921,76.25,6.9637,13.5285
15.07.86,2.05,4.6749,0.0972,3.0086,4.1406,8.3958,7.2031,19.733,2.314,0.19,4.51,7.763,0.6228,2.55,2.776,12.723,15.5,5.7708,5.5312,4.2332,71.25,6.8155,13.334
16.07.86,2.043,4.6904,0.1007,3.0236,4.1484,8.4167,7.3125,19.089,2.271,0.2,4.57,7.603,0.5982,2.59,2.7188,12.7682,15.4583,5.9583,5.5312,4.2332,80,6.7785,13.4451
17.07.86,2.066,4.5974,0.1024,3.0336,4.2031,8.5208,7.3594,19.254,2.274,0.2,4.63,7.517,0.5759,2.54,2.7708,12.8133,15.4167,5.9063,5.7031,4.2332,78.75,6.9637,13.4729
18.07.86,2.104,4.4811,0.1033,3.0286,4.2188,8.5937,7.5,19.601,2.312,0.2,4.58,7.841,0.567,2.53,2.7656,12.8734,15.1667,5.9479,5.7656,4.2332,76.25,6.8155,13.6118
21.07.86,2.08,4.5276,0.1033,3.0136,4.2109,8.6354,7.5469,19.273,2.305,0.2,4.59,7.856,0.5982,2.55,2.7396,13.1291,15.1667,5.8646,5.7656,4.2332,76.25,6.5192,13.3618
22.07.86,2.035,4.5509,0.1068,2.9986,4.3203,8.6771,7.5313,18.754,2.234,0.2,4.57,7.592,0.6183,2.54,2.75,13.3096,15.125,5.6563,5.7031,4.3038,77.5,6.6303,13.1118
23.07.86,2.032,4.6206,0.1042,3.0036,4.3984,8.7187,7.4688,19.059,2.225,0.21,4.58,7.6,0.6094,2.51,2.7656,13.2645,15.2083,5.5104,5.6562,4.3038,76.25,6.6673,13.2507
24.07.86,2.053,4.6206,0.1076,2.9535,4.3281,8.6771,7.4531,19.517,2.256,0.22,4.54,7.687,0.5915,2.48,2.7656,13.3246,15,5.5417,5.7031,4.3038,73.75,6.5562,13.1673
25.07.86,2.095,4.7757,0.1085,2.9786,4.3594,8.6667,7.5,19.789,2.272,0.21,4.53,7.73,0.6071,2.41,2.7917,13.46,15.25,5.5729,5.6719,4.3038,76.25,6.6303,13.2785
28.07.86,2.161,4.6517,0.1059,2.9185,4.2344,8.6875,7.3906,20.128,2.329,0.22,4.57,7.955,0.5781,2.41,2.7552,13.2193,15.0833,5.5,5.5625,4.1979,73.75,6.4451,13.1951
29.07.86,2.147,4.7137,0.1033,2.9235,4.2109,8.625,7.4219,19.486,2.322,0.23,4.61,7.881,0.558,2.45,2.7188,13.2945,14.6667,5.4167,5.4062,4.2332,72.5,6.2969,12.9451
30.07.86,2.153,4.7602,0.0998,2.9585,4.2969,8.6875,7.6406,19.622,2.328,0.23,4.63,7.855,0.5446,2.53,2.75,13.3848,14.5417,5.3542,5.2656,4.1627,71.25,6.2228,13.0007
31.07.86,2.156,4.799,0.099,2.9235,4.2578,8.7083,7.5938,19.546,2.343,0.23,4.62,7.984,0.558,2.59,2.7813,13.3547,14.625,5.3333,5.5781,4.2332,70,6.2599,13.1396
01.08.86,2.165,4.7912,0.0981,2.8835,4.2188,8.7292,7.5625,19.514,2.353,0.22,4.61,8.017,0.5603,2.62,2.8021,13.2193,14.625,5.2708,5.6719,4.2332,68.75,6.5192,13.084
04.08.86,2.138,4.8145,0.0981,2.9335,4.2734,8.7396,7.7188,19.273,2.321,0.22,4.61,7.947,0.5625,2.65,2.8229,13.3246,14.75,5.2083,5.7344,4.2332,67.5,6.8896,13.3062
05.08.86,2.165,4.8455,0.0972,2.9435,4.2109,8.6875,8.0469,19.651,2.316,0.22,4.8,7.86,0.5737,2.64,2.8021,13.1441,15,5.1667,5.7031,4.1979,70,6.7785,13.1396
06.08.86,2.164,4.9075,0.0964,2.9435,4.2266,8.6979,8.0156,20.182,2.355,0.21,4.78,7.865,0.5558,2.69,2.8021,13.2043,15.6667,5.0521,5.5937,3.951,67.5,6.7414,13.0285
07.08.86,2.191,4.8145,0.0955,2.9385,4.2344,8.7396,7.8438,20.239,2.369,0.21,4.76,7.953,0.567,2.73,2.8021,13.1141,15.5,5.1667,5.7969,3.951,68.75,6.8155,13.0007
08.08.86,2.188,4.7602,0.0964,2.9335,4.2813,8.7187,7.8281,20.742,2.39,0.21,4.71,8.105,0.5647,2.75,2.7708,13.0539,15.4167,5.2396,5.7656,3.951,70,6.7414,12.9173
11.08.86,2.23,4.7137,0.0998,3.0286,4.3203,8.875,7.875,22.32,2.442,0.21,4.81,8.16,0.5982,2.97,2.8646,13.1742,15.5833,5.4375,5.8437,3.8805,71.25,6.7414,13.0285
12.08.86,2.24,4.7679,0.1024,3.0487,4.3281,8.9792,7.9219,22.566,2.453,0.21,4.83,8.21,0.6116,2.8,2.8958,13.3697,15.4583,5.4896,5.8594,4.2332,77.5,7.1859,13.3618
13.08.86,2.265,4.7524,0.1033,3.0787,4.4297,9.0312,8.0156,23.19,2.483,0.21,4.84,8.252,0.6429,2.81,2.9323,13.475,15.7083,5.5313,5.8906,4.1627,78.75,7.4452,13.2785
14.08.86,2.276,4.7369,0.1059,3.0837,4.5313,9.0833,8.0156,23.623,2.486,0.22,4.93,8.253,0.6429,2.84,2.9323,13.4299,15.75,5.4583,5.7812,4.2332,77.5,7.5563,13.2507
15.08.86,2.281,4.8067,0.1063,3.0787,4.5469,9.1146,8.1563,22.56,2.503,0.22,4.95,8.21,0.6384,2.8,2.9219,13.3697,15.8333,5.4896,5.625,4.0216,75,7.5193,13.1673
18.08.86,2.268,4.892,0.105,3.0687,4.5,9.2396,8.2344,22.992,2.495,0.22,5.04,8.104,0.6317,2.75,2.901,13.2945,15.8333,5.5833,5.6719,4.2332,75,7.5193,13.3618
19.08.86,2.298,4.8532,0.105,3.0286,4.4297,9.2604,8.125,23.219,2.534,0.23,5.08,8.154,0.6317,2.8,2.8646,13.1893,16.0833,5.4688,5.6406,4.0216,73.75,7.5563,13.2229
20.08.86,2.292,4.7912,0.1042,3.0487,4.5938,9.4583,8.2031,23.159,2.53,0.23,5.05,8.087,0.6473,2.82,2.8542,13.4148,16.25,5.5,5.75,4.0921,76.25,7.5563,13.6674
21.08.86,2.316,4.8145,0.1042,3.0136,4.5938,9.5312,8.1563,22.786,2.566,0.23,5.13,8.38,0.6384,2.8,2.8594,13.5352,16.1667,5.3646,5.9062,4.1627,75,7.5563,13.7229
22.08.86,2.306,4.861,0.1024,3.0036,4.5938,9.5,8.2031,22.946,2.554,0.22,5.09,8.434,0.6473,2.74,2.8281,13.6104,16.125,5.3333,5.9219,4.0921,75,7.6304,13.6396
25.08.86,2.314,4.7757,0.1024,3.0086,4.5313,9.4687,8.1719,22.902,2.569,0.22,5.09,8.596,0.6496,2.74,2.7917,13.3848,16,5.2813,6.0156,4.1627,73.75,7.5563,13.4729
26.08.86,2.291,4.9152,0.1016,3.0837,4.5859,9.5625,8.5,22.573,2.561,0.21,5.17,8.671,0.654,2.72,2.8646,13.5502,16.2083,5.3542,6.2031,4.0921,80,7.6674,13.6118
27.08.86,2.327,4.9308,0.1016,3.1187,4.5625,9.6458,8.6719,22.67,2.583,0.22,5.34,8.704,0.6607,2.71,2.8438,13.5803,16.2083,5.2083,6.2031,4.1627,77.5,7.6304,13.3896
28.08.86,2.311,4.9618,0.1016,3.1488,4.5703,9.6146,8.625,22.195,2.584,0.22,5.31,8.708,0.6741,2.75,2.8281,13.5502,16.2083,5.2083,6.2344,4.1627,77.5,8.0008,13.5285
29.08.86,2.325,4.9618,0.099,3.1488,4.6172,9.6562,8.6094,22.545,2.593,0.22,5.33,8.718,0.6607,2.8,2.8333,13.5201,16.25,5.2396,6.2344,4.2332,78.75,8.2601,13.3618
01.09.86,2.316,4.9618,0.099,3.1488,4.6172,9.6562,8.6094,23.663,2.619,0.22,5.39,8.643,0.6607,2.87,2.8333,13.5201,16.25,5.2396,6.2344,4.2332,78.75,8.2601,13.3618
02.09.86,2.324,4.861,0.0964,3.0336,4.4375,9.5625,8.4844,24.884,2.607,0.22,5.4,8.653,0.6205,3.16,2.7969,13.2494,16.0833,5.1563,6.25,4.3038,76.25,7.8526,13.1951
