Date,NOVARTIS,PG,MICROSOFT,GE,JOHNSONJ,ATT,EXXON,VOLKSWAGEN,NESTLE ,SAMSUNG,ROYALD,UBS,APPLE,SASOL,PFIZER,3M,JPM,MCDONALDS,CATERPILLAR,DYCOM,NAVISTAR,PARKERH,BOEING
15.03.99,42.766,45.4932,41.4688,35.2823,45.4687,53.1875,36.8438,62.507,18.619,1.38,22.04,23.512,1.2165,4.76,46.9375,39.8437,58.1666,44.1875,22.7187,27.625,38,24.6666,34.6875
16.03.99,41.863,45.6172,42.2656,35.2423,45.125,53.375,36.5625,62.409,18.517,1.4,21.89,23.46,1.2679,4.82,47.3333,39.2812,56.5416,43.9375,22,28.625,37.5,24.5833,36.25
17.03.99,41.389,45.4312,41.7813,34.7417,44.9687,51.375,37.1875,62.437,18.644,1.41,22.51,23.873,1.2165,4.66,46.75,38.1875,54.9167,43.5625,23.625,28.5,38.6875,24.8333,35.75
18.03.99,41.145,46.0204,43.1094,35.2423,44.9062,52.125,37.3438,61.819,18.499,1.42,23.37,23.483,1.2679,4.64,47.6667,36.8125,55.9167,43.75,23.4062,28.3333,40.3125,24.9583,35.125
19.03.99,40.505,46.4545,42.7969,35.8831,45.5312,51,36.5313,63.163,18.397,1.52,23.77,23.747,1.1964,4.73,46.9167,35.75,55,43.625,23.4062,28.1667,40.375,25.8333,34
22.03.99,39.94,47.3848,43.2031,35.3625,45.8125,50.4375,36.875,62.494,18.359,1.6,23.89,23.682,1.2522,4.75,47.6875,36.2187,54.5833,42.625,23.4687,27.875,37.875,24.6666,34.875
23.03.99,39.103,46.4855,41.6406,34.141,45.125,48.5625,36.375,61.805,18.092,1.59,23.08,23.087,1.1786,4.78,46.4167,35.8125,53.0416,42.375,22.5625,27.2083,36.125,24,34.125
24.03.99,39.057,47.3228,42.8125,34.2011,45.3437,49.625,35.4688,59.822,17.942,1.55,22.69,22.666,1.2031,4.76,46.0417,35.6875,52.9166,43,22.9687,27.125,42.1875,23.8333,34.3125
25.03.99,39.752,49.8657,44.9844,34.7617,46,48.625,35.7188,63.065,18.189,1.52,22.84,22.895,1.2076,4.83,45.9167,35.4375,54.3333,44.1875,23.7187,27.9167,41.5,24.0833,34.625
26.03.99,38.501,49.2455,44.5313,34.5415,45.6562,47.5,35.7813,64.502,18.218,1.49,23.17,22.175,1.1875,4.73,45,35.1562,53.6667,44.375,23.4062,27.25,40.375,23.2083,34.8125
29.03.99,38.849,50.1758,46.1875,35.8831,46.9687,48.3125,36.5,63.972,18.089,1.48,23.84,22.359,1.2634,4.76,47,35.6562,54.8333,45.5,23.625,27.8333,40.3125,23.9167,34.75
30.03.99,38.399,49.7107,46.5,36.3036,46.5312,46.5,35.6563,65.949,17.819,1.52,23.63,22.352,1.2813,4.91,47.3958,35.125,54.625,45,23.4687,29,40.5,23.1667,34
31.03.99,39.293,48.5943,44.8125,35.4426,46.75,47.1875,35.2813,66.163,18.167,1.52,23.41,22.561,1.2835,4.93,46.25,35.375,54.25,45.3125,22.9687,29,40.1875,22.8333,34
01.04.99,39.39,48.8424,46.3438,35.7629,47.0625,49.75,35.0625,64.858,18.049,1.54,23.29,22.616,1.2879,4.91,46.5208,36.375,52.9166,45.625,23.4687,28.9583,43.25,22.8333,33.9375
02.04.99,39.288,48.8424,46.3438,35.7629,47.0625,49.75,35.0625,64.717,18.003,1.54,23.28,22.558,1.2879,4.91,46.5208,36.375,52.9166,45.625,23.4687,28.9583,43.25,22.8333,33.9375
05.04.99,39.02,50.0518,47.4688,36.7241,47.4375,50.8125,36.0938,64.33,17.88,1.54,23.24,22.404,1.3237,4.92,47.4583,36.5,52.5,46.375,24.5312,29.1667,42.3125,23.5,34.3125
06.04.99,39.029,49.9277,47.0313,36.3036,47.125,50.625,36.3438,63.064,17.784,1.52,23.24,22.851,1.3571,5.02,46.7292,35.9687,52.8333,46.0625,24.1875,29.0417,43.6875,23.0417,34.375
07.04.99,39.443,49.9898,46.6563,36.684,47.4375,52.1875,36.5938,66.272,17.825,1.57,23.14,23.465,1.3259,5.05,46.5,35.6562,56.25,46.75,24.25,28.3333,43,23.5833,34.875
08.04.99,40.981,49.9898,47.2813,36.4838,48.625,53,37.125,66.5,18.073,1.56,22.76,23.835,1.317,4.99,47.4792,35.8438,58.5833,46.875,24.3125,28.5,43.375,24.875,34.625
09.04.99,41.219,50.3309,47.125,35.9431,49,51.9375,37.3438,66.903,18,1.59,22.9,23.937,1.3125,4.98,48.6667,35.5937,57.0416,45.8125,24.375,27.9167,43.125,24.875,35.0625
12.04.99,41.466,51.0751,46.5,37.3248,49.8125,53.9375,37.7188,67.019,18.011,1.54,23,23.979,1.2946,5.02,50.0417,35.5,57.9166,45.875,25.6875,28.2917,41.625,25.1666,34.8125
13.04.99,40.782,51.0441,45.0625,37.465,49.3125,52.1875,37.5938,67.955,18.478,1.53,22.93,23.896,1.2366,5.31,49.7708,36.4375,58.25,46.5,27.375,28.3333,41,26.5416,34.625
14.04.99,40.721,49.1835,42.9375,36.5439,47.3437,51.5,37.0938,68.937,18.745,1.52,23.25,23.782,1.269,5.67,48.2083,37.625,57.5833,45.1875,30.3437,29.375,41.6875,27.75,38
15.04.99,38.837,47.881,44.4375,36.0433,46.0937,51,38.7813,70.811,18.465,1.55,23.53,22.932,1.2768,6.53,43.3333,39.625,57.0416,44.25,30.9062,29.1667,42.9375,29.875,41.6875
16.04.99,38.169,48.7183,43.3125,35.6428,46.5625,52.1875,39.9688,71.559,18.483,1.61,24.96,22.761,1.2656,6.73,42.3542,39.9687,57.375,44.4375,31.9065,28.1667,43.4375,30.9583,39.625
19.04.99,38.388,46.9507,40.5,33.5603,45.125,52.9375,41.125,74.21,18.439,1.81,25.65,23.014,1.2098,6.89,39.3125,42.125,56.6666,43,30.875,29.4167,43.625,31.5417,39.5625
20.04.99,37.709,47.5399,41.5625,35.022,48.125,54.625,40.375,72.872,18.322,1.77,24.43,22.885,1.2165,6.65,39.5833,40.8125,55.3333,44.125,30.3437,28.7083,46.5,29.9583,39.25
21.04.99,36.366,49.0904,41,36.3837,50.375,56.9375,39.2188,72.805,18.241,1.64,24.45,23.181,1.2277,6.35,41.125,41.3125,55.625,45.375,30.8437,29.0833,47.3125,29.3333,40.375
22.04.99,35.686,46.7026,42.4688,36.2836,51.25,56.6875,39.4688,74.726,18.374,1.64,24.46,24.203,1.2991,6.28,42.7708,39.9687,57.1667,44.6875,29.9062,29.2083,46.8125,31.0833,40.3125
23.04.99,35.475,44.904,43,36.1634,50.875,55.5625,39.1563,74.544,18.267,1.68,24.56,24.766,1.3996,6.25,42.3333,40.4062,56.75,44.125,30.2812,30.375,47.8125,29.9583,40.5
26.04.99,35.873,47.0437,44,36.3636,50.0937,54.8125,38.8438,73.138,18.223,1.67,24.33,24.7,1.4621,6.26,41.25,40.9375,55.0833,43.4375,31,31.7917,49.25,30.625,39.5625
27.04.99,36.587,46.4235,42,36.0433,50.9687,55.0625,39.125,75.736,18.607,1.63,25,24.771,1.6339,6.26,40.375,40.4062,57.0416,43.25,31.7812,31.0833,47.5,31.9166,39.375
28.04.99,36.116,45.8343,41.0625,35.7229,49.75,55.5,40.75,71.398,18.58,1.64,25.53,24.691,1.5737,6.47,39.3333,42.25,55.75,42.5,32.2812,30.7917,49,32.375,40.5
29.04.99,35.483,46.3925,41.0313,34.4814,49.3437,55.75,42.25,69.851,18.52,1.55,25.87,24.349,1.5357,6.57,38.6458,42.8125,55.9167,41.875,32.75,29.8333,53.25,31.3333,40.375
30.04.99,35.527,46.5475,40.6563,33.7605,48.75,55.75,41.5313,70.509,18.542,1.51,26.08,24.433,1.6429,7.04,38.3542,44.5,55,42.375,32.1875,30.4583,52.3125,31.2916,40.625
03.05.99,36.314,46.7646,39.9375,33.8406,48.875,54.75,43.0313,68.754,18.64,1.5,26.08,24.877,1.7701,7.09,38.8125,46.9375,55.1666,42.25,32.5937,31.2917,53.25,32.9583,43
04.05.99,36.359,45.5242,39.0313,33.6204,47.5,54.5625,43.2188,69.761,18.243,1.48,26.41,24.733,1.6607,7.09,38.0625,46.9687,54.8333,40.8125,32.7187,31.5833,52.875,33.625,43.125
05.05.99,37.198,45.2451,39.5625,34.9219,47,54.6875,42.4063,68.996,18.757,1.47,25.14,24.13,1.6786,6.64,39.4375,46.1875,53.4583,40.625,32.5625,32.5,53.5,33.3333,44.125
06.05.99,37.257,45.7103,38.9688,34.6816,48.8125,53.5,41.1875,69.756,19.08,1.51,26.82,24.348,1.5893,6.64,38.6667,46.0625,51.7083,40.8125,32.6875,32.0833,53.875,33.3333,44.9375
07.05.99,36.89,45.121,39.5313,35.2223,48.0625,54.1875,41.375,69.812,19.396,1.56,26.71,24.33,1.6384,6.51,38.9792,46.4375,52.25,40,31.5937,31.625,54.625,33.2083,45.75
10.05.99,37.393,44.7799,39.8438,34.8418,46.6875,52.9375,41.1875,68.457,19.414,1.6,27.06,24.313,1.6161,6.47,38.1042,47.0938,52.6666,39.5,30.875,32.6667,53.875,32.625,44.0625
11.05.99,36.549,45.4622,39.9375,35.5427,46.4062,52.75,40.8125,68.289,19.611,1.53,26.96,23.927,1.5982,6.49,38.1667,47.5,53.3333,41.8125,31.5937,32.2917,55.875,32.7083,43.4375
12.05.99,36.025,46.1134,40.25,35.3024,47.3437,53.3125,39.5313,69.915,19.384,1.51,25.96,23.845,1.6607,6.28,38.5833,46.9375,54.875,41.75,30.375,33.1667,55.375,32.6666,42.5625
13.05.99,35.915,45.6482,39.5625,35.022,47.625,53.1875,39.6875,69.618,19.325,1.49,26.26,23.773,1.6496,6.27,39.2708,45.4688,56,40.875,30.3125,33.375,55,32.3333,42.8125
14.05.99,35.962,45.8033,38.4375,33.9408,46.4375,53.0625,39.375,67.701,19.165,1.56,25.97,23.466,1.5848,6.02,37.7292,45.1563,52.7083,40.375,30.5,31.3333,53.3125,31.9166,43
17.05.99,35.268,46.7026,39.5625,34.0409,45.875,52.25,39.5,65.901,18.891,1.5,25.37,22.634,1.5848,6,38.2083,44.625,52.4167,39.6875,30.5625,31.5833,53.125,30.6667,42.5
18.05.99,35.866,46.5786,39.3438,33.4001,45.1875,50.6875,38.875,65.945,18.985,1.52,25.07,22.795,1.6161,5.92,37.8542,44.0313,52.5,40.6875,29.3437,32,54,29.625,43.6875
19.05.99,35.952,47.1367,39.6563,34.6015,46.6875,51.25,39.3438,66.688,19.108,1.48,24.51,22.822,1.6138,5.62,37.6458,44.6875,53.4583,40.4375,29,31.3333,53.25,30.125,44.375
20.05.99,36.486,47.974,39.2188,34.1009,47.5,52,40,65.328,18.966,1.41,24.43,22.7,1.5179,5.79,37.5833,44.7187,53.4583,40.0625,29.4687,31.9167,54.875,30,44.625
21.05.99,36.325,48.2532,38.7813,33.36,46.25,50.4375,41.375,65.112,18.692,1.42,24.8,22.294,1.5692,6.13,36.75,44.4687,52.625,39.875,29.8125,32,54.75,29.75,44.9375
24.05.99,36.435,46.6096,38.625,33.1598,45.25,50.9375,39.8125,65.212,18.749,1.37,25.54,22.362,1.4978,6.07,35.4167,44.9063,50.5833,38.75,29.5937,32,53.8125,30.0416,44.375
25.05.99,35.788,46.9197,38.125,32.7994,43.9062,50.5,40.0938,64.759,18.446,1.38,25.68,22.022,1.4821,5.78,34.0417,44.8125,49.2083,38.25,29.3437,31.8333,52.5,30.0416,43.0625
26.05.99,35.456,47.5089,39.25,33.0397,45,51.875,40.9688,64.003,18.282,1.39,25.66,21.731,1.5737,5.58,33.6667,44.4062,50.25,38.5,28.9062,31.5,50.5625,29.4167,41.3125
27.05.99,34.83,46.6406,39.1875,32.2587,45.125,50.25,39.4063,62.229,17.859,1.4,24.84,21.076,1.5536,5.65,34.625,43,48.5,37.9375,27.6875,31.7083,49.4375,27.9167,41.3125
28.05.99,35.233,46.3305,40.3438,32.5791,46.3125,51.125,39.9375,61.696,18.017,1.39,25.19,20.834,1.5737,5.6,35.6667,42.875,48.25,38.5,27.4375,32.1667,49.375,29.125,42.0625
31.05.99,35.944,46.3305,40.3438,32.5791,46.3125,51.125,39.9375,62.307,18.241,1.4,25.21,21.181,1.5737,5.8,35.6667,42.875,48.25,38.5,27.4375,32.1667,49.375,29.125,42.0625
01.06.99,35.862,47.4469,39.25,32.8595,46.3125,51.875,39.375,63.517,18.189,1.44,24.8,21.377,1.6004,5.89,35.4583,44.0937,48.0833,38.625,29.375,32.375,49.5,29.25,42.625
02.06.99,35.791,46.7646,39.2188,32.6992,45.8437,51.75,40.125,61.937,18.211,1.52,25.37,21.679,1.6629,5.9,35.4167,44.6562,47.375,38.25,29.1875,32.3333,51.8125,30.5416,42.1875
03.06.99,36.118,46.3925,38.1875,32.9596,46.8437,51.8125,39.9688,61.904,18.424,1.54,25.84,22.028,1.6942,6.21,36.1667,44.625,47.75,39.5,30.2187,32,50.625,30.6667,42.5625
04.06.99,36.806,47.943,39.7813,33.6003,48.3437,53.6875,40.3438,63.455,18.799,1.61,26.15,22.43,1.7188,6.42,38.375,43.875,49.5416,41,31.4062,31.75,49.625,30.9583,43.9375
07.06.99,37.713,48.4082,40.125,33.4602,47.9687,54,40.4375,63.826,18.864,1.72,26.52,22.594,1.7478,6.57,37,45.3437,51.1667,40,31.625,32.4167,47.875,31.7083,43.75
08.06.99,37.707,47.0437,39.6875,32.7994,46.375,55,39.9063,64.002,19,1.69,26.25,22.607,1.7031,6.52,37,44.7187,49.9167,40.75,31.0625,32.2917,49.375,31.4583,43.8125
09.06.99,37.506,45.7723,41.1563,32.8995,45.9062,55.0625,40.0625,64.954,18.853,1.57,26.41,22.62,1.7299,6.73,34.9792,43.625,49.2083,41,30.75,32.0833,50.5,31.7083,42.25
10.06.99,36.575,44.2837,39.9375,32.3588,44.75,55,39.8125,64.494,18.513,1.8,26.96,22.064,1.7188,6.44,33.1875,43.5312,48.75,41.875,30.9375,32.4167,50.6875,32,42.8125
11.06.99,36.897,42.7952,39.0625,32.469,45.4375,54,39.4688,64.724,18.715,1.87,27.43,21.897,1.6585,6.66,32.5,42.9687,48.8333,41.625,29.7187,31.5833,50.25,31.7916,42.625
14.06.99,37.372,41.8339,38.7813,33.2399,45.3125,54.625,40.5625,65.234,18.544,1.79,27.07,21.412,1.6228,6.64,31.7083,44.625,49.1666,41.25,29.9687,30.3333,51.25,31.8333,41.8125
15.06.99,37.496,42.9193,38.8438,33.3801,45.3437,54.8125,41.0625,67.921,18.713,1.77,27.12,21.576,1.6451,6.64,32.5208,44.9063,50.0833,41.625,29.2187,30.0417,51.875,31.9166,42.5625
16.06.99,37.091,42.7022,40.5,34.2211,45.4375,54.875,40.2813,68.101,18.538,1.96,27.21,21.677,1.7121,6.65,33.0417,45.4063,53.5833,42.125,29.4687,30.4583,53,31.75,42.75
17.06.99,37.111,43.7876,41.4375,34.7417,45.9687,55,40.625,68.552,18.514,1.97,27.07,22.237,1.6563,6.92,33.4792,45.3125,52.9583,42.6875,29.4375,30.7917,53.1875,32.0417,43.625
18.06.99,37.446,43.617,42.5,34.4614,45.375,55.1875,40.1875,68.286,18.843,2.05,27.41,22.576,1.683,7.03,33.1875,45.5,53.4167,42,30.75,32,52.25,31.75,44.625
21.06.99,37.943,43.1363,44.4688,33.8206,45.0312,55.0625,39.125,68.56,18.909,2.21,27.32,22.702,1.6607,7.08,32.5,45.125,55.6666,41.5,30.4375,31.6667,51.8125,31.375,43
22.06.99,37.447,42.9813,43.25,33.9207,45.4062,54.1875,38.5,67.001,18.733,2.21,27.05,22.236,1.6205,7.13,32.7708,44.8125,54.5,41.25,30.0937,32.1667,51.375,31.3333,43.25
23.06.99,36.644,43.1363,43,33.9007,45.25,53.25,39.0625,64.723,18.558,2.13,27.04,21.639,1.5603,6.97,32.8958,45.625,53.5,40.75,29.8125,32,50.9375,31.5,42.6875
24.06.99,36.154,42.3921,42.3125,34.2011,45.7812,51.75,38.25,64.223,18.461,2.14,26.43,21.623,1.5112,6.86,33.7917,44.375,53.3333,40,29.5,31.875,50.375,31.2083,42.8125
25.06.99,36.117,42.33,42.4688,33.4602,45.3125,52.4375,38.0938,64.972,18.302,2.16,26.48,21.772,1.5067,6.92,33.8125,44.125,54.125,39.625,29.3125,32.0417,49.5,31.25,43.5625
28.06.99,36.137,42.299,43.375,34.0208,45.4375,53.8125,37.5313,64.284,18.129,2.27,26.21,21.613,1.5201,6.98,33.6875,43.5,55.0833,40.25,30.375,32.0833,50,30.0416,43.25
29.06.99,35.95,42.7332,44,35.1422,47,54.5,38.5,64.587,18.301,2.19,25.9,21.974,1.6205,7,34.9583,43.5312,55.0833,41.4375,30.5625,32.9583,49.9375,30.0416,43.8125
30.06.99,35.369,44.2837,45.0938,36.2035,49,58,38.5625,63.603,18.017,2.19,26.1,21.433,1.654,7.13,36.3333,43.4688,57.6666,41.125,30,37.3333,50,30.5,44
01.07.99,36.141,42.7022,45.5938,35.7229,48.7187,56.125,39.2188,64.118,18.526,2.28,27.35,21.814,1.6183,7.34,37.375,43.5937,57.2917,41.6875,30.5937,34.6667,47.5,30.5,44.0625
02.07.99,36.949,42.113,46,36.1033,48.7187,56.125,39.75,62.607,18.716,2.42,27.11,22.164,1.654,7.46,38.625,44.4375,56.7083,41.0625,30.9687,34.7917,48.5,30.5,44.0625
05.07.99,37.332,42.113,46,36.1033,48.7187,56.125,39.75,62.641,18.745,2.6,27.76,22.589,1.654,8.03,38.625,44.4375,56.7083,41.0625,30.9687,34.7917,48.5,30.5,44.0625
06.07.99,36.89,42.3921,44.7813,36.5038,48.4375,55.75,40.0313,64.594,18.701,2.95,28.12,22.36,1.692,7.73,37.9375,45.25,57.375,40.6875,29.6562,35.4167,44.375,30.375,43.375
07.07.99,36.22,42.7952,46.1563,37.7854,48.9375,56.8125,40.2188,63.469,18.536,2.76,28.34,22.14,1.7813,7.58,37.75,45.1875,56.4166,41.0625,31.0625,34.25,43.25,30.5,43.625
08.07.99,35.319,42.3611,46.2813,37.485,47.8437,56.375,39.8125,62.484,18.633,2.71,28.9,22.272,1.9464,7.46,37.1875,45.375,57,40.625,30.5937,34.6667,45,31.5833,44.375
09.07.99,34.943,43.0433,46.625,37.525,48.0312,56.4375,39.7188,62.949,18.439,2.65,29.01,22.13,1.9866,7.38,37,44.7812,56.7916,44.5625,30.5937,34.5833,47,30.4583,44.5625
12.07.99,34.479,43.1673,47.0938,36.9644,48.7187,55.8125,39.7188,63.14,18.242,2.53,29.11,22.211,1.9464,7.33,37.375,44.1562,56.0833,43.9375,30.5,34.5417,46.0625,29.6666,44.6875
13.07.99,34.38,44.1287,46.8125,37.0244,48.375,55.0625,39.2188,62.786,18.07,2.66,28.67,21.688,1.9174,7.28,37.25,44.7187,55.2083,44.75,29.9375,34.5,46.25,29.7917,46.3125
14.07.99,34.523,45.09,47.4688,37.1045,48.0625,54.875,39.2188,63.162,18.168,2.65,28.58,21.889,1.9978,7.37,37.0625,44,54.5,44.125,29.9062,34.625,46.25,29.9166,47.625
15.07.99,34.484,45.3381,47.1875,37.6652,48.375,57,39.4688,63.2,18.25,2.84,29.51,21.95,1.9018,7.58,37.6875,43.9062,54.75,43.6875,29.75,35.375,47.625,29.9583,46.75
16.07.99,33.979,44.6559,49.7188,38.0857,48.75,59.1875,39.6563,62.519,18.186,2.92,29.4,21.668,1.8951,7.45,37.8125,43.9688,54.5416,44.125,29.4687,35.4583,47,29.7083,46
19.07.99,33.896,44.5318,49.1875,38.4462,47.9687,57.0625,39.4063,61.194,18.239,2.91,28.68,21.936,1.9442,7.59,37.125,44.1562,54.75,43.4375,30.125,34.6667,46.6875,29.5,45.4375
20.07.99,34.423,44.966,46.6563,37.6652,48.2187,58.125,38.9688,61.311,18.595,2.87,28.43,21.799,1.8884,7.52,35.75,44.7187,53.9166,42.8125,30.0937,32.6667,47.5,29.4167,45.25
21.07.99,34.58,44.6559,47.3438,37.465,48.7187,58.125,39.0625,61.015,19.226,2.77,27.61,21.79,1.9308,7.53,35.75,45,54.2083,43,30.3125,32.25,47.75,29.7083,44.875
22.07.99,34.283,44.5318,45.5313,36.8442,49.1875,57.625,39.0938,59.396,19.03,2.85,27.02,21.565,1.8705,7.53,35.1875,45.3437,55.5416,42.25,30.25,32.5,47.5,29.6666,45.875
23.07.99,33.798,43.7876,45.125,36.9043,48.9062,57.3125,39.5625,59.785,18.654,2.58,26.94,20.836,1.904,7.53,34.75,44.75,54.375,42,30.5,32.6667,47.5,29.375,46.625
26.07.99,34.274,43.3224,43.8125,36.5238,48.625,57.1875,39,59.703,19.098,2.62,26.48,20.752,1.8192,7.22,35.3125,44.4687,55.25,42.625,30,33.3333,47.5625,29.75,45.25
27.07.99,34.7,43.7255,44.4063,37.2447,48.375,58.1875,38.7813,60.063,19.344,2.8,26.39,20.981,1.9174,7.49,35.125,44.4375,55.8333,42.1875,30.0625,33.0417,47.5,30.1667,46.25
28.07.99,34.385,42.7332,45,36.5238,47.875,57.4375,39.4688,60.247,19.203,2.97,26.62,21.412,1.942,7.46,35.25,44.5625,55.2916,42,30.625,32.5,47.5,30.3333,46.4375
29.07.99,34.463,43.7255,43.4688,35.8831,46.625,56.4375,38.9375,58.963,19.194,3.27,26.76,20.989,1.9241,7.38,34,45.4063,53.5,41.6875,29.4375,31.7083,45.75,31.2916,45.25
30.07.99,34.947,44.935,42.9063,34.9219,45.5312,57.125,39.6875,59.318,19.638,3.14,28.39,21.861,1.9888,7.43,33.875,43.9688,51.375,41.6875,29.3125,31.8333,44.375,31.4583,45.375
02.08.99,35.366,44.7179,42.4063,34.5615,45.9687,58.875,38.9375,59.086,19.609,3.12,27.65,21.554,1.9911,7.59,34.5625,44.5938,52.1666,42.75,29.2812,30.6667,44.5625,31.3333,45.8125
03.08.99,35.465,46.4855,42.375,34.5615,47.0937,58.125,39.4063,58.888,19.443,3.25,27.23,21.555,1.9732,7.69,34.125,45.0625,52.5416,42.375,28.9375,30.3333,44.4375,30.7916,47.0625
04.08.99,35.791,46.0514,42.4688,34.2011,46,57,39.9375,59.541,19.584,3.17,27.89,21.299,1.9219,7.88,33.3125,45.875,52.2917,42,28.5937,29.25,45.75,31.0833,46.625
05.08.99,35.099,46.6096,42.875,35.1021,45.4062,57.625,41.0938,56.968,19.651,3.05,28.66,20.836,1.9554,8.15,33.5625,47.2187,52.4167,41.6875,28.0625,29.8333,45.25,30.625,46.25
06.08.99,34.878,46.2064,42.5625,34.2812,45.9687,57.75,40.1875,56.865,19.641,2.95,29.43,20.758,1.933,8.06,32.75,47.9375,50.5,40.3125,28.875,29.8333,45.375,30.4583,46.5625
09.08.99,34.557,45.3691,41.9063,33.6604,46.5312,57.6875,40.1875,57.5,19.619,3,29.98,20.178,1.9442,8.07,33.5625,47.375,50.4166,40.875,28.875,29.0417,44.625,30.3333,46.6875
10.08.99,34.41,46.5165,41.4688,33.6003,46.125,55.875,40.5938,56.281,19.415,3.34,29.84,19.498,1.9777,7.74,32.8125,47.625,49.5416,39.75,29.4375,28.7083,42.1875,30,46.0625
11.08.99,34.398,46.2684,42.0938,33.9808,46.25,55.5,40.9688,57.069,19.531,3.09,29.03,19.712,2.1317,7.55,33,48.4375,51.2916,39.375,29.625,28.875,44.5625,30,46.0469
12.08.99,34.707,45.6792,40.875,33.6604,47.375,55.0625,40.9063,56.674,19.817,3.15,30.13,20.474,2.1429,7.72,34,48.375,50.4583,39.125,30.5,29.3333,44.9375,30.625,45.75
13.08.99,35.081,46.1444,42.3438,34.5214,48.6562,56,40.7813,57.938,19.71,3.07,30.15,20.355,2.1451,7.85,34.5,48.8438,52.75,40,31.125,31.0833,46.25,30.375,45.375
16.08.99,35.938,46.5786,42.1563,35.1822,48.7812,55,40.7813,57.633,19.711,3.16,29.92,20.323,2.1607,7.84,34.875,49,53.5,40.875,31.1562,30.7083,48,30.5,46.125
17.08.99,35.541,47.3228,42.2813,35.7029,49.1562,55.8125,40.9063,58.078,19.528,3.05,29.43,20.263,2.154,7.37,35.5625,48.9687,55.3333,41.625,31,30.5417,46.875,30.875,46.5
18.08.99,35.551,47.0127,42.5,35.783,48.0937,54.6875,41.281,57.579,19.51,3.06,29.56,20.38,2.1473,7.34,34.75,47.7812,56.6666,42.0625,30.5,29.5417,47.9375,29.875,46.125
19.08.99,35.742,46.7646,41.9063,35.5627,47.9062,53.0625,40.9063,57.791,19.696,2.97,29.02,20.486,2.0982,7.42,35.25,48.1562,54.9583,41.1875,30.1562,28.5,46.5,29.25,45.1875
20.08.99,36.243,48.2532,41.6875,36.1434,49.4687,51.875,41.2813,57.695,19.941,2.93,29.15,20.676,2.1138,7.51,36.9375,48.2188,55.8333,41.375,30.1562,27.625,46.125,29.4167,45.75
23.08.99,36.738,48.7493,43.2188,37.3448,50.6562,51,41.4063,58.321,19.763,3.09,29.33,21.188,2.1696,7.52,38.625,49.4688,57.125,41.3125,31.4687,26.0833,47.125,29.9166,45.9375
24.08.99,36.468,49.7417,46.0938,37.3649,51.5937,51,40.8125,57.487,19.506,3.21,29.21,20.301,2.1563,7.34,39.0625,49.3125,57.7083,41.0625,31.5,28.4167,47,29.75,45.125
25.08.99,36.434,50.9201,47.6563,38.2259,52.875,52.125,41.125,57.426,19.402,3.35,28.9,19.948,2.192,7.37,40.375,49.6563,57,42.75,31.375,29.125,47.5,30.1667,44.3125
26.08.99,35.245,49.7417,47.3125,38.1057,52.2187,51.5,40.1563,58.928,19.498,3.56,27.83,19.893,2.2188,7.16,39.5625,49.25,56,42,31.5625,25,47.5625,29.625,44.375
27.08.99,35.185,48.6253,46.625,37.3448,51.0937,50.875,39.6563,60.95,19.683,3.79,27.69,20.159,2.3125,7.06,38.625,48.8438,55.4166,42.375,30.8125,25.5,48.125,29.3333,43.8125
30.08.99,35.139,48.8734,46.125,36.6039,51.1875,50.125,38.9063,60.555,19.788,3.66,27.68,20.227,2.2165,7.13,38.875,47.5,54.2916,42.0625,29.75,26.5,47.9375,28.9167,44.75
31.08.99,34.853,49.2455,46.2813,35.9832,51.125,48.0625,39.4375,59.904,19.735,3.8,27.76,20.263,2.3304,7.27,37.75,47.25,55.7916,41.375,28.3125,20.7083,48.625,29.1666,45.3125
01.09.99,35.305,49.2455,46.1875,36.4237,50.75,49.75,39.1563,59.343,20.053,3.69,28.33,20.287,2.4509,7.29,38.625,47.3438,55.1458,40.25,29,24.25,50,29.2917,45
02.09.99,35.851,49.6797,45.9063,36.1834,50,47.8125,38.75,58.506,20.118,3.78,27.85,20.202,2.5201,7.17,38,48.1562,53.8333,40.5,29.4375,23.875,48.25,29.3333,44.9375
03.09.99,36.166,50.0828,47.9375,37.2948,50.6875,48.5,39.5313,59.924,20.23,4.05,28.15,20.125,2.625,7.27,39.25,48.625,56.6666,41.8125,29.5937,24.0417,51.25,29.8333,45.4375
06.09.99,36.566,50.0828,47.9375,37.2948,50.6875,48.5,39.5313,60.577,20.269,4.11,28.36,20.213,2.625,7.29,39.25,48.625,56.6666,41.8125,29.5937,24.0417,51.25,29.8333,45.4375
07.09.99,36.757,51.0441,47.125,38.3861,50.9062,48.1875,39.75,61.466,20.17,4.04,28.24,20.105,2.7277,7.27,38.875,49.4063,54.25,42.25,29.1875,24.6667,51.625,29.5,44.9375
08.09.99,36.485,50.9821,46.125,38.7265,50.25,46.625,40.5938,61.062,20.156,3.98,28.3,19.93,2.6607,7.23,38.5625,49.75,54.5,42.375,29.3125,24.125,50.125,29.3333,44.5625
09.09.99,36.304,50.548,47.0313,38.3661,50.4062,47.5,40.625,61.16,20.082,4,29.39,19.952,2.6987,7.05,38.1875,49.25,51.6666,42.5,29.375,24.3333,48,29.625,45.125
10.09.99,35.841,51.1682,47.5,38.1858,49.75,47.5,40.2188,60.95,19.659,3.89,29.28,19.663,2.7656,7.04,37.25,48.8438,51.625,43.375,28.375,24.4167,47.375,29.875,45.25
